first_name,middle_name,last_name,fourth,fifth,sixth,seventh,eighth,0.0000
Pdx,Tablet,,,,,,,0.1019
Monodec,50,Injection,,,,,,0.8492
Dribsil,8mg,Capsule,,,,,,0.1081
Cefocure,CV,200mg/125mg,Tablet,,,,,0.6603
Bevazza,Injection,,,,,,,0.3695
Hamik,250mg,Injection,,,,,,0.7048
Flonix,OZ,Syrup,,,,,,0.6988
Voglife,GM,1mg/500mg/0.2mg,Tablet,,,,,0.2406
Rabden-IT,Capsule,SR,,,,,,0.9129
Olet,2.5,Tablet,MD,,,,,0.0829
Reflow,0.2mg,Tablet,,,,,,0.0246
Betapax,0.25mg,Tablet,,,,,,0.3747
Apretero,125/80,Kit,,,,,,0.5410
Pregacent,NT,75mg/10mg,Tablet,,,,,0.0972
OLMY,M,TABLET,20MG/50MG,,,,,0.3653
Razomil,I,20mg/150mg,Tablet,SR,,,,0.7292
Tazomac,2000,mg/250,mg,Injection,,,,0.8983
Sykomin,50mg,Tablet,,,,,,0.3490
Ambropil,BR,Syrup,,,,,,0.1063
Bactoclav,375,Tablet,,,,,,0.7091
Telmison,AM,40mg/5mg,Tablet,,,,,0.3013
Bestomax,375,Tablet,,,,,,0.3114
Etibliss,1mg,Tablet,,,,,,0.5849
Azicom,250mg,Tablet,,,,,,0.2887
Melipride,M,1mg/500mg,Tablet,,,,,0.1814
Nadifa,M2,Cream,,,,,,0.3923
Amrox,DL,250mg/250mg,Capsule,,,,,0.0654
Duvox,40mg,Tablet,SR,,,,,0.1971
Humunis,5000IU,Injection,,,,,,0.9399
Forpar,1000mg,Injection,,,,,,0.8623
Gabalix,M,300mg/500mcg,Tablet,,,,,0.1340
Cipsyp,Syrup,,,,,,,0.5092
Rycef,S,500,mg/500,mg,Injection,,,0.9575
Dexpraz-DSR,Capsule,,,,,,,0.9436
Cifisel,O,200mg/200mg,Tablet,,,,,0.3208
Amikon,250mg,Injection,,,,,,0.2929
Biomoxil,250mg,Capsule,,,,,,0.6254
Moxicom,0.50%,Eye,Drop,,,,,0.1488
Hitpain,500mg,Tablet,,,,,,0.2998
Naxipram,10mg,Tablet,,,,,,0.8212
Cobafil,P,1500mcg/75mg,Tablet,SR,,,,0.8759
Novamentin,1.2gm,Injection,,,,,,0.5207
Jod,30mg/20mg,Capsule,,,,,,0.6698
Acera-L,Capsule,SR,,,,,,0.7871
Kryptofix,LB,200mg,Tablet,,,,,0.3533
D-Sera,Plus,Tablet,,,,,,0.1451
Coniphage,Forte,Injection,,,,,,0.8266
A,Zole,400mg,Tablet,,,,,0.2871
Namogyl,Suspension,,,,,,,0.4119
Rejuron,300mg,Capsule,,,,,,0.9710
Floxy,100mg,Tablet,,,,,,0.2187
Max,PT,4000mg/500mg,Injection,,,,,0.2725
Azibet,250mg,Tablet,,,,,,0.5085
Parapar,150mg,Injection,,,,,,0.3599
Azifran,500mg,Tablet,,,,,,0.0405
Wadol,100mg,Injection,,,,,,0.1437
Glimics,P,2mg/500mg/15mg,Tablet,SR,,,,0.9979
Itromee,200,Capsule,,,,,,0.2114
Cianfit,Oflo,200mg/200mg,Tablet,,,,,0.6913
Arkpod,CV,Dry,Syrup,,,,,0.2256
Migrabeta,10mg,Tablet,,,,,,0.1729
Mifebax,Kit,,,,,,,0.5073
Varicosin,Capsule,,,,,,,0.1140
Rofmos,500mg,Tablet,,,,,,0.1399
Picozan,Syrup,,,,,,,0.1908
Zifpod,100,Tablet,,,,,,0.9200
Halovate,Ointment,,,,,,,0.0890
Clonotril,2mg,Tablet,,,,,,0.9449
Silo-Dalcare,4,Capsule,,,,,,0.4961
Stik,500mg,Tablet,,,,,,0.6604
Gear,20mg,Capsule,,,,,,0.9263
Kcim,200mg,Tablet,,,,,,0.5014
Ezanic,20%,Gel,,,,,,0.0859
Formonide,200,Respicaps,,,,,,0.4652
T,Pep,4000mg/500mg,Injection,,,,,0.7245
Kaloxur,TZ,200mg/600mg,Tablet,,,,,0.0416
Chew,IT,4mg,Tablet,DT,,,,0.8156
Recopress,500mg,Tablet,,,,,,0.4106
K,Rest,40mg,Tablet,,,,,0.1570
Oten,CT,20mg/12.5mg,Tablet,,,,,0.7414
Thiozid,50mg,Tablet,,,,,,0.2241
Styx,40mg,Tablet,,,,,,0.5563
Esrab,L,75mg/20mg,Capsule,SR,,,,0.3872
Azigrip,250mg,Tablet,,,,,,0.1603
Mecob,P,750mcg/75mg,Capsule,,,,,0.2367
Dabirex,150,Capsule,,,,,,0.8206
Kaxif,200mg,Tablet,,,,,,0.0104
HORLICKS,JUNIOR,STAGE,1,POWDER,CHOCOLATE,FLAVOUR,500GM,1.0000
Pregclear,200mcg,Tablet,,,,,,0.1467
Omen,20,Tablet,,,,,,0.2981
Ancifoc,Oral,Suspension,Sugar,Free,,,,0.6697
Abcef,O,200mg/200mg,Tablet,,,,,0.2371
Nurolika,50mg,Tablet,,,,,,0.5019
Diprobate,ES,Plus,Ointment,,,,,0.3448
Levtam,500,Tablet,,,,,,0.0126
Gluconorm,G,1,Tablet,PR,,,,0.3680
Tinicip,250,mg/300,mg,Tablet,,,,0.7712
Miprogen,200,Soft,Gelatin,Capsule,,,,0.4697
Atcef,SB,250mg/125mg,Injection,,,,,0.3912
Depten,OZ,20,mg/5,mg,Tablet,,,0.0479
Rapacan,2mg,Capsule,,,,,,0.2053
Trigan,Tablet,,,,,,,0.5941
Alencef,SL,200mg/125mg,Tablet,,,,,0.5085
Pipragem,4000mg/500mg,Injection,,,,,,0.3211
Aoxy-CV,Duo,Dry,Syrup,,,,,0.0508
Difquick,75mg,Injection,,,,,,0.0960
Qutin,100mg,Tablet,,,,,,0.8960
Carnival,Capsule,,,,,,,0.0152
Reniirox,250mg,Tablet,,,,,,0.8376
Appodin,G,Syrup,,,,,,0.5107
Paridox,200mg,Tablet,,,,,,0.9883
Edemase,N,100mg/15mg,Tablet,,,,,0.8338
Melyrica,Injection,,,,,,,0.7159
Sanvus,200mg,Tablet,,,,,,0.6081
Biopime,1000mg,Injection,,,,,,0.8783
Levirab,DSR,30mg/20mg,Capsule,,,,,0.0207
Cefugreen,250mg,Tablet,,,,,,0.1162
Aryacort,6mg,Tablet,,,,,,0.2794
Riax,250mg,Injection,,,,,,0.4978
Itnox,100,Capsule,,,,,,0.6495
Avclo,Tablet,,,,,,,0.4277
Telis,AM,40mg/5mg,Tablet,,,,,0.8347
Moxikip,CV,250mg/125mg,Tablet,,,,,0.0851
Mypod,50mg,Tablet,DT,,,,,0.3579
Abnate,60mg,Injection,,,,,,0.0686
Vega,100mg,Tablet,,,,,,0.6498
Cefiwok,AZ,200mg/250mg,Tablet,,,,,0.5237
Vemox,250mg,Capsule,,,,,,0.1573
Geril,2.5mg,Tablet,,,,,,0.0105
Focobal,G,300mg/500mcg,Capsule,,,,,0.9392
Auroflur,Eye,Drop,,,,,,0.4555
Dermi,5,Cream,,,,,,0.5293
Tobra,Forte,Injection,,,,,,0.1812
Cdiff,A,Gel,,,,,,0.0262
Megla,MS,Syrup,,,,,,0.6591
Pikcef,200mg,Tablet,,,,,,0.9561
Floxina-OZ,200mg/500mg,Tablet,,,,,,0.4288
LV,One,500mg,Tablet,,,,,0.8209
Tizime,1000mg,Injection,,,,,,0.0223
Telmicide,40mg,Tablet,,,,,,0.7384
Dicosar,AQ,75mg,Injection,,,,,0.0013
Plamumab,40mg,Injection,,,,,,0.2959
Cildip,T,Tablet,,,,,,0.2573
Dixigyl,300mg/200mg,Tablet,,,,,,0.2716
Cilnisafe,10mg,Tablet,,,,,,0.4642
Ibformin-G,1,Tablet,PR,,,,,0.6328
Dulotek,20mg,Tablet,,,,,,0.3106
Lornit,Sachet,,,,,,,0.7210
Bitoz,TZ,250mg/31.25mg,Injection,,,,,0.0584
Ysoflox,200mg,Tablet,,,,,,0.3727
Traxto,1000,mg/500,mg,Injection,,,,0.7603
Gidilan,40mg,Tablet,SR,,,,,0.7050
Lupidium,Tablet,,,,,,,0.3512
Eftin,500,Tablet,,,,,,0.6925
Clopam,1gm,Injection,,,,,,0.1813
Panhold,40mg,Tablet,,,,,,0.6649
Bestosulf,Powder,,,,,,,0.4223
Graton,10mg,Tablet,,,,,,0.5754
Sanlaz,5mg,Tablet,,,,,,0.7711
Vogway,0.2mg,Tablet,,,,,,0.9201
Platikem,50mg,Infusion,,,,,,0.2048
Safeliv,300mg,Tablet,,,,,,0.7462
Jandox,200,Tablet,,,,,,0.7894
BPMET,XL,TABLET,25,MG,,,,0.2597
Olright,40,Tablet,,,,,,0.6997
Bipi,AH,40mg/5mg/12.5mg,Tablet,,,,,0.6824
Clavic,Syrup,,,,,,,0.7830
Amizica,25mg,Tablet,,,,,,0.0088
Alopec,Lotion,,,,,,,0.7493
Defblu,30mg,Tablet,,,,,,0.1455
Triaxophin,250mg,Injection,,,,,,0.5177
Xynova,P,Gel,,,,,,0.9939
Prosec,20mg,Capsule,,,,,,0.9691
Omivib-DSR,Capsule,,,,,,,0.2707
Macmika,250mg,Injection,,,,,,0.3149
Zilast,100,Tablet,,,,,,0.1305
Rabsin,LS,75mg/20mg,Capsule,,,,,0.8235
Biocefu,250mg,Tablet,,,,,,0.2914
Vecol,Eye,Drop,,,,,,0.1671
Venlift,OD,75,Capsule,PR,,,,0.8282
Optithrocin,Eye,Ointment,,,,,,0.7348
HYDROMAX,CREAM,200GM,,,,,,0.9789
GX,2500mcg,Injection,,,,,,0.3836
New,Silofast,D,8,Tablet,,,,0.6759
Allneutra,PG,Capsule,,,,,,0.3086
Linzoknock,600mg,Tablet,,,,,,0.8614
Cefmic,Dry,Syrup,,,,,,0.8020
Pylorex,Tablet,,,,,,,0.9474
Aprifer,125mg/80mg,Capsule,,,,,,0.6133
Cefxum,250mg,Tablet,,,,,,0.9605
Dia,Pace,G,1mg/500mg,Tablet,,,,0.2925
Sulpisol,50mg,Tablet,,,,,,0.6034
Sentosa,75mg,Tablet,ER,,,,,0.0918
Clasifix,OF,200,mg/200,mg,Tablet,,,0.9494
Zotipax,25mg,Tablet,,,,,,0.4514
Hitcef-T,Injection,,,,,,,0.1019
Pep,30mg,Capsule,,,,,,0.7066
Mulmin,Syrup,200ml,,,,,,0.7153
Rabespan,20mg,Tablet,,,,,,0.2895
Nervon,Forte,Capsule,,,,,,0.6932
Ofcare,Eye/Ear,Drops,,,,,,0.3972
Pantosis,DSR,30mg/40mg,Tablet,,,,,0.3743
Vasovin-XL,6.5,Capsule,,,,,,0.2056
Unobact,4000,mg/500,mg,Injection,,,,0.0053
D.D.Pramine,25mg,Tablet,,,,,,0.4154
Finus-O,200mg/200mg,Tablet,,,,,,0.5678
Ilapro,D,Capsule,PR,,,,,0.2541
Eziprod,200,Tablet,,,,,,0.3952
Ziticin,500mg,Tablet,,,,,,0.5518
Casdom,Oral,Drops,,,,,,0.1394
Ultratab,325mg/37.5mg,Tablet,,,,,,0.7551
Toscular,150mg,Capsule,,,,,,0.1136
HG,Cort,30mg,Tablet,,,,,0.9112
Alphadine,5%,Ointment,,,,,,0.3014
Mebgyl,400mg,Tablet,,,,,,0.5207
Roxee,50mg,Suspension,,,,,,0.1683
Azix,500mg,Tablet,,,,,,0.4291
Lonazep,1mg,Tablet,,,,,,0.7066
Notel,200mg,Suspension,,,,,,0.0804
Lacryl,Ultra,Eye,Drop,,,,,0.3876
Olimelt,20,Tablet,,,,,,0.8803
Morep,1gm,Injection,,,,,,0.4396
Izra-,D40,Capsule,SR,,,,,0.1339
Teflocin,OZ,200mg/500mg,Tablet,,,,,0.4030
SENSODYNE,SENSITIVE,BRUSH,1s,,,,,0.3174
Agumerz,CV,200mg/28.5mg,Syrup,,,,,0.0559
Imipol,1000mg/1000mg,Powder,for,Injection,,,,0.1053
G@cefi,200mg,Tablet,DT,,,,,0.1564
Seiz-Free,500,Tablet,,,,,,0.0538
Hicef,S,1000mg/500mg,Injection,,,,,0.3125
Pregarica,150mg,Capsule,,,,,,0.9093
Ofavay,OZ,200mg/500mg,Tablet,,,,,0.4573
Udilock,300mg,Tablet,,,,,,0.9593
Glivin,PM,1mg/500mg/15mg,Tablet,SR,,,,0.5462
Mypan,40mg,Injection,,,,,,0.3450
Glasitrex,2.5mg,Tablet,,,,,,0.0724
Peridon,3mg,Tablet,,,,,,0.8416
Levowal,500mg,Tablet,,,,,,0.0216
Combilox,125,mg/125,mg,Injection,,,,0.5246
Onzy,MD,4mg,Tablet,,,,,0.7963
Decaneurabol,50mg,Injection,,,,,,0.1172
Aripicad,15mg,Tablet,,,,,,0.2917
Clavoxin,250mg/125mg,Tablet,,,,,,0.7957
Dixilo,AQ,75mg,Injection,,,,,0.5729
Clopinorm,75mg,Tablet,,,,,,0.1136
Riax,5mg,Tablet,,,,,,0.8793
Minotrox,500mg,Injection,,,,,,0.5326
SENSODENT,KF,TOOTH,PASTE,100GM,,,,0.7981
WOCKADINE,LIQUID,,,,,,,0.9917
Panrole,40mg,Tablet,,,,,,0.1570
Sytop,40mg,Tablet,,,,,,0.3416
Emend,150mg,Injection,,,,,,0.7395
PD,Mox,C,Duo,Syrup,,,,0.1195
Sulpracle,25mg,Tablet,,,,,,0.2919
Rabezol,IT,20mg/150mg,Capsule,,,,,0.0741
Moxon,0.2mg,Tablet,,,,,,0.8187
Pantofaz-DSR,Capsule,,,,,,,0.4010
KLOTY,500MG,TABLET,,,,,,0.5783
Rypodex,50mg,Syrup,,,,,,0.1717
Rt,Max,60mg,Injection,,,,,0.6739
Andeca,25mg,Injection,,,,,,0.8218
Rebolic,20mg,Tablet,,,,,,0.1816
Volpost,0.3mg,Tablet,,,,,,0.3915
Quinoxin,250mg,Tablet,,,,,,0.1514
Prednol,LS,Eye,Drop,,,,,0.4727
Treto,20mg,Tablet,,,,,,0.0281
Offneck,200mg,Tablet,,,,,,0.3475
Dehale-OM,Nasal,Drops,,,,,,0.5473
Iobet,Eye,Drop,,,,,,0.1914
Micfox,125mg,Dry,Syrup,,,,,0.7060
EB,333mg,Tablet,,,,,,0.0160
Keptil,100mg,Tablet,,,,,,0.6942
Skycef,SB,1000,mg/1000,mg,Injection,,,0.1478
Levokem,OZ,250mg/500mg,Suspension,,,,,0.2865
Nindral,5mg,Tablet,,,,,,0.8349
Olanep,5mg,Tablet,,,,,,0.6545
Mahaflox-D,Eye,Drop,,,,,,0.3155
Orlip-X60,Capsule,,,,,,,0.2034
Vestivert,25,Tablet,,,,,,0.0587
LN,Met,50,Tablet,ER,,,,0.7981
Etisum,0.25mg,Tablet,,,,,,0.6745
Pevesca,Plus,150,Tablet,SR,,,,0.3024
Ruazi,250mg,Tablet,,,,,,0.9918
Reconerve,PG,750mcg/75mg,Capsule,,,,,0.6900
Fixicom,O,200,mg/200,mg,Tablet,,,0.7346
Atypride,200mg,Tablet,,,,,,0.0222
Avor,10mg,Tablet,,,,,,0.6077
CO,Mupimet,Powder,,,,,,0.7988
Ampy,1000mg,Injection,,,,,,0.8958
Racigyl,O,100mg/200mg,Tablet,,,,,0.8354
Ripim,450mg,Capsule,,,,,,0.7175
Virocomb,E,150mg/300mg/600mg,kit,,,,,0.7586
Emrocef,250mg,Injection,,,,,,0.2617
Glycomet-GP,2,Tablet,PR,,,,,0.1541
Mucaine,10mg/5ml/0.291mg/5ml/98mg/5ml,Oral,Gel,,,,,0.7429
Dilnip-Trio,Tablet,,,,,,,0.2295
Chronol,500mg,Tablet,,,,,,0.2896
Pulmopres,Tablet,,,,,,,0.7568
Otolev,Ear,Drop,,,,,,0.0917
Elticef,200mg,Tablet,,,,,,0.6951
VITAVERA,LOTION,100ML,,,,,,0.5289
R-Cinex,EZ,Tablet,,,,,,0.1424
Intact,100mg,Tablet,,,,,,0.1958
Q,Siz,200mg,Tablet,,,,,0.7472
Hogest,500,Injection,,,,,,0.0815
CYCLOZOBID,TABLET,,,,,,,0.9222
Nasivom,4mg,Tablet,MD,,,,,0.7729
Alzone-S,0.5gm/0.5gm,Injection,,,,,,0.4969
Vasotop,30mg,Tablet,,,,,,0.9598
Kenacort,40mg,Injection,,,,,,0.4702
Ovipine,200mg,Tablet,,,,,,0.8690
Noxgyl,TZ,400mg/600mg,Tablet,,,,,0.5577
Nicorette,4mg,Chewing,Gums,,,,,0.3178
VIBAZIME,DUO,TABLET,100,MG/62.5,MG,,,0.6456
Orthorof,50mg,Tablet,,,,,,0.7859
Telmiset,20mg,Tablet,,,,,,0.0108
Lexanox,Oral,Paste,,,,,,0.9549
Livin,250mg,Tablet,,,,,,0.3922
Zomnia,10mg,Tablet,,,,,,0.6644
Awnatax,250mg,Injection,,,,,,0.8133
Omnicef-O,100mg,Tablet,DT,,,,,0.0284
Coz-M,20mg,Tablet,,,,,,0.3029
Defilan,6mg,Oral,Suspension,,,,,0.0599
Bactiloc,CV,200mg/125mg,Tablet,,,,,0.1883
Cefsun,50mg,Oral,Suspension,,,,,0.1011
Endobreak,2mg,Tablet,,,,,,0.5088
Doxofix,50mg,Dry,Syrup,,,,,0.8291
Microcip,500mg,Tablet,,,,,,0.8552
Siricipro,250mg,Tablet,,,,,,0.4229
Prelizia,M,Tablet,,,,,,0.8112
Azocin,1%,Eye,Ointment,,,,,0.0962
Etod,90mg,Tablet,,,,,,0.0832
Nupenta,Tablet,,,,,,,0.1015
Oflogen,OZ,Oral,Suspension,,,,,0.1160
Ogit,OZ,Suspension,,,,,,0.0260
Corzi,100mg/5ml,Suspension,,,,,,0.2347
Vohcort,6mg,Tablet,,,,,,0.1550
PT,4000,mg/500,mg,Injection,,,,0.3234
Axopan,D,10mg/40mg,Tablet,,,,,0.2500
Methimercazole,5,Tablet,,,,,,0.7844
Pacid,40mg,Injection,,,,,,0.2943
Revigat,400mg,Tablet,,,,,,0.3461
Zenikacin,500,Injection,,,,,,0.1435
Dixim,LB,200mg,Tablet,,,,,0.3766
Aveth-AT,Injection,,,,,,,0.8328
Flavonix,O,200mg/200mg,Tablet,,,,,0.9650
StayHappi,Methylcobalamin/Mecobalamin+Pregabalin,750mcg/75mg,Tablet,,,,,0.5871
Histavert,16,Tablet,,,,,,0.5560
Dense,Syrup,,,,,,,0.8144
Glinzo,20mg,Tablet,,,,,,0.0134
Histeen,8mg,Tablet,,,,,,0.7822
Servid,P,Tablet,,,,,,0.0368
Nitab,20mg,Tablet,,,,,,0.1887
Ectin,6mg,Tablet,,,,,,0.0958
Drupen,40mg,Injection,,,,,,0.2391
E,Prin,75mg,Tablet,,,,,0.5678
Drotalac,80mg/250mg,Tablet,,,,,,0.0274
FA,Plus,Tablet,,,,,,0.2509
Hymelose,Intra,Ocular,Ophthalmic,Solution,,,,0.6078
Myza,500mg,Tablet,,,,,,0.8724
Oflock,OZ,200mg/500mg,Tablet,,,,,0.1653
Valcot,500mg,Tablet,CR,,,,,0.0104
Nicaxo,200mg,Tablet,,,,,,0.8192
Hytel,C,Forte,80mg/12.5mg,Tablet,,,,0.6574
Betasys,250mg,Injection,,,,,,0.6243
Othmox,DM,Eye,Drop,,,,,0.2205
Trihit,T,1000mg/125mg,Injection,,,,,0.2464
Bromox,CV,500mg/125mg,Tablet,,,,,0.0654
Olaset,7.5mg,Tablet,,,,,,0.0164
Combac,30,Tablet,,,,,,0.2344
Omimod,D,10mg/20mg,Capsule,,,,,0.8203
Cyhept,Syrup,,,,,,,0.3467
Rabepill,D,30mg/20mg,Capsule,,,,,0.7012
Fixin,Plus,200mg/2.5Billion,cells,Tablet,DT,,,0.2898
Zebon,CT,Capsule,,,,,,0.3811
Osipan,40mg,Injection,,,,,,0.5083
Rifaxant,200,Tablet,,,,,,0.4927
Zulpride,100mg,Tablet,,,,,,0.7123
Teledin,80mg,Tablet,,,,,,0.7608
Erbitux,100mg,Infusion,,,,,,0.5918
Magaloc,DM,10mg/20mg,Tablet,,,,,0.9357
Ph,Plus,D,30mg/40mg,Capsule,,,,0.9163
RYLEs,TUBE,20NO,1s,,,,,0.8313
Offdun,200mg,Tablet,,,,,,0.2130
Vildopt,M,1000mg/50mg,Tablet,,,,,0.6062
Norluck,M,Suspension,,,,,,0.4523
Vibmoxi,LP,Eye,Drop,,,,,0.3541
Ranx,500,Tablet,ER,,,,,0.4224
Prokem,TZ,250,mg/500,mg,Tablet,,,0.5713
Onrif,2mg,Oral,Drops,,,,,0.5294
Ukotel,40H,Tablet,,,,,,0.0027
Wipetri,5mg/2mg,Tablet,,,,,,0.2181
Arkapres,100,Tablet,,,,,,0.2456
Safepodox,100mg,Tablet,DT,,,,,0.4590
Mycocox,Z,225,mg/150,mg/750,mg,Tablet,,0.3411
Peftil,CV,100mg,Syrup,,,,,0.4603
Supant,40mg,Injection,,,,,,0.3087
Tramic,500mg,Tablet,,,,,,0.4172
Clobigrel,75mg,Tablet,,,,,,0.1597
Glutone,600mg,Injection,,,,,,0.6317
Aciloc,25mg,Suspension,,,,,,0.5284
Pepticool-DXR,Capsule,SR,,,,,,0.3761
Proclav,Dry,Syrup,,,,,,0.9269
Acin,500mg,Tablet,,,,,,0.1189
Deso,0.02mg/0.15mg,Tablet,,,,,,0.8093
Cyfaxil,20mg/325mg/250mg,Tablet,,,,,,0.0639
Happi-IT,Capsule,SR,,,,,,0.0871
Hipoflox,50mg,Infusion,,,,,,0.1659
Esopraz,D,30mg/40mg,Capsule,SR,,,,0.6840
Rofibax,12.5mg,Tablet,,,,,,0.5022
Migravas,5mg,Tablet,,,,,,0.2158
Phenpres,10mg,Injection,,,,,,0.1171
Conape,4mg,Tablet,,,,,,0.0077
Bolofen,20mg,Tablet,XL,,,,,0.2212
Moxy,Mucolite,250,mg/30,mg,Tablet,,,0.5482
Balpod,200mg,Tablet,,,,,,0.4648
Myostigmin,2.5mg,Injection,,,,,,0.5011
Nucical,D3,Soft,Gelatin,Capsule,,,,0.1896
Nandronit,250mg,Injection,,,,,,0.6921
Leoquin,Drop,,,,,,,0.1193
Kilac,Tablet,,,,,,,0.5558
Isogest,100mg,Injection,,,,,,0.3729
Of,Baxo,OZ,200mg/500mg,Tablet,,,,0.5014
Dulotin,10,Tablet,,,,,,0.6586
Clidatop,Cream,,,,,,,0.9874
MYCOPHEN,500,MG,TABLET,,,,,0.9137
Meval,250mg,Tablet,ER,,,,,0.5257
Welpar,40mg,Injection,,,,,,0.9968
Yestop,40mg,Injection,,,,,,0.5803
Trazalon,25mg,Tablet,,,,,,0.0320
Paradyne,250mg,Liquid,,,,,,0.2772
Itrafun,Capsule,,,,,,,0.9106
Biofresh,0.20%,Mouth,Wash,,,,,0.4013
Ertaneon,1gm,Injection,,,,,,0.6061
Vomicon,4mg,Tablet,,,,,,0.4684
Adezol,10mg/40mg,Tablet,,,,,,0.0546
Phellan,90mg/48mg/100mg,Tablet,,,,,,0.2799
Indipride,M2,Tablet,PR,,,,,0.7195
Lamitor,OD,50,Tablet,SR,,,,0.1949
Omestar,20mg,Tablet,,,,,,0.5729
Warcilin,250mg,Capsule,,,,,,0.7628
Elticef,100mg,Dry,Syrup,,,,,0.9898
Libotryp,12.5,mg/5,mg,Tablet,,,,0.8751
Cyproline,Syrup,,,,,,,0.5387
Hepcvel,Tablet,,,,,,,0.6935
Falciwin,300mg,Tablet,,,,,,0.6372
Gravitor,Tablet,,,,,,,0.4447
Lanxes,A,50,mg/5,mg,Tablet,,,0.8497
Tryptinol,25,Tablet,,,,,,0.9024
Asof,200mg,Tablet,,,,,,0.6335
Diamet,500mg,Tablet,SR,,,,,0.5407
Tramanec,Plus,325mg/50mg,Tablet,,,,,0.3142
Betanase,5mg,Tablet,,,,,,0.0597
Nurovas,20mg,Tablet,,,,,,0.3837
Rinclav,500,mg/125,mg,Tablet,,,,0.7659
Clicef,100mg,Tablet,DT,,,,,0.0727
Repp,20mg,Tablet,,,,,,0.7351
Omekon,20mg,Capsule,,,,,,0.3277
Glycinorm,Total,30,Tablet,SR,,,,0.4796
Solodoxim,CV,Dry,Syrup,,,,,0.7238
Ultram,100mg,Injection,,,,,,0.0128
Aromac,500mg,Tablet,,,,,,0.6919
Voxidep,25,Tablet,,,,,,0.9124
Credflox,200mg,Tablet,,,,,,0.3017
Cef,Force,O,Tablet,,,,,0.4850
Methosis,2.5mg,Tablet,,,,,,0.9723
Cezocon-S,500mg/500mg,Injection,,,,,,0.0540
Valuementin,250,mg/125,mg,Tablet,,,,0.1873
Fawound,Plus,Tablet,,,,,,0.6386
Omdarsh,20mg,Capsule,,,,,,0.4343
Nicip,Plus,100mg/325mg,Tablet,,,,,0.3598
Spicort,30mg,Tablet,,,,,,0.5806
Prozin-M,750mcg/75mg,Tablet,,,,,,0.3039
Rockmus,XL,Ointment,,,,,,0.6985
Uroliv,300mg,Tablet,,,,,,0.2538
Raceloc,100mg,Capsule,,,,,,0.8414
Ragit,20mg,Tablet,,,,,,0.7543
Moondy,16mg,Tablet,,,,,,0.7407
Ceftil,500mg,Tablet,,,,,,0.1238
Afderm-MN,Plus,Cream,,,,,,0.7212
Rhogest,200mg,Tablet,,,,,,0.1092
Zopra,30mg,Capsule,,,,,,0.9210
Zefan,250,mg/50,mg/500,mg,Tablet,MR,,0.9883
Coxicare,90mg,Tablet,,,,,,0.1890
Telaid,80mg,Tablet,,,,,,0.7061
Daclafab,60mg,Tablet,,,,,,0.1491
Itzica,200mg,Capsule,,,,,,0.2132
Paramac,20mg,Capsule,,,,,,0.5171
Riswel,LS,2,mg/2,mg,Tablet,,,0.2927
Iladay,DSR,30,mg/10,mg,Capsule,SR,,0.1524
Retop,HC,Cream,,,,,,0.7286
Jasloc,AQ,75mg,Injection,,,,,0.4765
Novoroid,100,Tablet,,,,,,0.5147
Indocin-OZ,200mg/500mg,Tablet,,,,,,0.0959
Graftide-M,500,Tablet,,,,,,0.0486
FIGARO,OIL,1LTR,,,,,,0.2023
Lorsave,25,Tablet,,,,,,0.0719
Vogwill,0.2mg,Tablet,,,,,,0.5823
Dufox,200mg,Tablet,,,,,,0.6129
Axival,333mg/145mg,Tablet,CR,,,,,0.4290
Carzec,12.5,Tablet,,,,,,0.9375
Ezimoz,S,40mg,Tablet,,,,,0.6131
Tazobact,P,4000mg/500mg,Injection,,,,,0.8671
Xith,250mg,Tablet,,,,,,0.4555
Piotrust,15mg,Tablet,,,,,,0.0445
Gynasafe,300mg,Capsule,,,,,,0.8492
Zolver,200mg,Oral,Suspension,,,,,0.7452
Ceftiway,500,Injection,,,,,,0.8809
Ativis,Eye,Drop,,,,,,0.0382
Vote,TD,8mg,Tablet,,,,,0.1046
Djiso,5mg,Tablet,,,,,,0.0714
Ofel,CT,200mg/600mg,Tablet,,,,,0.7967
Revelol,XL,12.5,Tablet,,,,,0.5314
Rabmity,D,30mg/20mg,Tablet,,,,,0.2162
Ibiflora,Oral,Suspension,,,,,,0.9991
Triao,SB,250mg/125mg,Injection,,,,,0.4674
Ondiron,Forte,Tablet,,,,,,0.2420
Tugain,2%,Gel,,,,,,0.8761
Eudrim,200mg,Tablet,SR,,,,,0.3509
Sentral,25mg,Tablet,,,,,,0.6877
Gliotem,20mg,Capsule,,,,,,0.6088
Lefno,10,Tablet,,,,,,0.6093
Curotil,500mg,Tablet,,,,,,0.9713
Plazen,500mg,Tablet,,,,,,0.7008
Zelbend,200mg,Suspension,,,,,,0.6201
Odoxicef,50,Tablet,DT,,,,,0.1778
Utodin,Tablet,,,,,,,0.9319
Gimilox-CV,LB,Tablet,,,,,,0.9927
Abpent,D,10mg/40mg,Tablet,,,,,0.6323
Lodep,Plus,12.5mg/5mg,Tablet,,,,,0.2157
Xylocaine,2%,Injection,,,,,,0.5122
Afdigrow,Syrup,,,,,,,0.5887
Tenopress,50mg,Tablet,,,,,,0.9138
Carefex,250mg,Tablet,,,,,,0.1688
Micromax,Injection,,,,,,,0.0930
Anamid,25mg,Injection,,,,,,0.8901
Glucarb,25mg,Tablet,,,,,,0.7322
Telmed,CT,Tablet,,,,,,0.1898
